profile_id,portfolio_id,rank,match_score,reasoning
300,10,3,1.4332,"This Very Low risk portfolio is recommended due to Profile 300's 46-55 age, 25001-50000 income, and low liquidity needs. The bond-focused allocation provides stability while still allowing for some growth over their 5-year investment horizon."
301,3,1,1.5378,"This Very Low risk portfolio is recommended due to Profile 301's 66+ age, 0-25000 income, and low liquidity needs. The bond-focused allocation provides stability while still allowing for some growth over their 3-year investment horizon."
301,48,2,1.5255,"This Very Low risk portfolio is recommended due to Profile 301's 66+ age, 0-25000 income, and low liquidity needs. The bond-focused allocation provides stability while still allowing for some growth over their 3-year investment horizon."
301,10,3,1.4605,"This Very Low risk portfolio is recommended due to Profile 301's 66+ age, 0-25000 income, and low liquidity needs. The bond-focused allocation provides stability while still allowing for some growth over their 3-year investment horizon."
302,4,1,2.1105,"Given Profile 302's 56-65 age, 0-25000 income, and low risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 6-year investment horizon for Income Generation, the higher volatility is acceptable given the potential for greater returns."
302,29,2,2.0788,"Given Profile 302's 56-65 age, 0-25000 income, and low risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 6-year investment horizon for Income Generation, the higher volatility is acceptable given the potential for greater returns."
302,39,3,2.0788,"Given Profile 302's 56-65 age, 0-25000 income, and low risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 6-year investment horizon for Income Generation, the higher volatility is acceptable given the potential for greater returns."
303,4,1,2.0899,"Given Profile 303's 66+ age, 0-25000 income, and low risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 8-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
303,29,2,2.0582,"Given Profile 303's 66+ age, 0-25000 income, and low risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 8-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
303,39,3,2.0582,"Given Profile 303's 66+ age, 0-25000 income, and low risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 8-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
304,4,1,2.2683,"Given Profile 304's 46-55 age, 0-25000 income, and low risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 13-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
304,29,2,2.2366,"Given Profile 304's 46-55 age, 0-25000 income, and low risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 13-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
304,39,3,2.2366,"Given Profile 304's 46-55 age, 0-25000 income, and low risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 13-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
305,3,1,1.4896,"This Very Low risk portfolio is recommended due to Profile 305's 18-25 age, 0-25000 income, and moderate liquidity needs. The bond-focused allocation provides stability while still allowing for some growth over their 7-year investment horizon."
305,48,2,1.4773,"This Very Low risk portfolio is recommended due to Profile 305's 18-25 age, 0-25000 income, and moderate liquidity needs. The bond-focused allocation provides stability while still allowing for some growth over their 7-year investment horizon."
305,10,3,1.4123,"This Very Low risk portfolio is recommended due to Profile 305's 18-25 age, 0-25000 income, and moderate liquidity needs. The bond-focused allocation provides stability while still allowing for some growth over their 7-year investment horizon."
306,4,1,2.4586,"Given Profile 306's 18-25 age, 25001-50000 income, and moderate risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 28-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
306,29,2,2.427,"Given Profile 306's 18-25 age, 25001-50000 income, and moderate risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 28-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
306,39,3,2.4269,"Given Profile 306's 18-25 age, 25001-50000 income, and moderate risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 28-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
307,4,1,2.4283,"Given Profile 307's 26-35 age, 0-25000 income, and moderate risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 25-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
307,29,2,2.3966,"Given Profile 307's 26-35 age, 0-25000 income, and moderate risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 25-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
307,39,3,2.3966,"Given Profile 307's 26-35 age, 0-25000 income, and moderate risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 25-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
308,4,1,2.3198,"Given Profile 308's 26-35 age, 50001-100000 income, and high risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 10-year investment horizon for Income Generation, the higher volatility is acceptable given the potential for greater returns."
308,29,2,2.2881,"Given Profile 308's 26-35 age, 50001-100000 income, and high risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 10-year investment horizon for Income Generation, the higher volatility is acceptable given the potential for greater returns."
308,39,3,2.288,"Given Profile 308's 26-35 age, 50001-100000 income, and high risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 10-year investment horizon for Income Generation, the higher volatility is acceptable given the potential for greater returns."
309,4,1,2.3795,"Given Profile 309's 46-55 age, 0-25000 income, and low risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 21-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
309,29,2,2.3478,"Given Profile 309's 46-55 age, 0-25000 income, and low risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 21-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
309,39,3,2.3478,"Given Profile 309's 46-55 age, 0-25000 income, and low risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 21-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
310,3,1,1.7779,"This Very Low risk portfolio is recommended due to Profile 310's 66+ age, 0-25000 income, and moderate liquidity needs. The bond-focused allocation provides stability while still allowing for some growth over their 6-year investment horizon."
310,48,2,1.7619,"This Very Low risk portfolio is recommended due to Profile 310's 66+ age, 0-25000 income, and moderate liquidity needs. The bond-focused allocation provides stability while still allowing for some growth over their 6-year investment horizon."
310,10,3,1.638,"This Very Low risk portfolio is recommended due to Profile 310's 66+ age, 0-25000 income, and moderate liquidity needs. The bond-focused allocation provides stability while still allowing for some growth over their 6-year investment horizon."
311,3,1,1.5529,"This Very Low risk portfolio is recommended due to Profile 311's 46-55 age, 25001-50000 income, and moderate liquidity needs. The bond-focused allocation provides stability while still allowing for some growth over their 7-year investment horizon."
311,48,2,1.5406,"This Very Low risk portfolio is recommended due to Profile 311's 46-55 age, 25001-50000 income, and moderate liquidity needs. The bond-focused allocation provides stability while still allowing for some growth over their 7-year investment horizon."
311,10,3,1.4756,"This Very Low risk portfolio is recommended due to Profile 311's 46-55 age, 25001-50000 income, and moderate liquidity needs. The bond-focused allocation provides stability while still allowing for some growth over their 7-year investment horizon."
312,3,1,1.5259,"This Very Low risk portfolio is recommended due to Profile 312's 66+ age, 50001-100000 income, and moderate liquidity needs. The bond-focused allocation provides stability while still allowing for some growth over their 8-year investment horizon."
312,48,2,1.5137,"This Very Low risk portfolio is recommended due to Profile 312's 66+ age, 50001-100000 income, and moderate liquidity needs. The bond-focused allocation provides stability while still allowing for some growth over their 8-year investment horizon."
312,10,3,1.4486,"This Very Low risk portfolio is recommended due to Profile 312's 66+ age, 50001-100000 income, and moderate liquidity needs. The bond-focused allocation provides stability while still allowing for some growth over their 8-year investment horizon."
313,4,1,2.427,"Given Profile 313's 36-45 age, 25001-50000 income, and low risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 27-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
313,29,2,2.3954,"Given Profile 313's 36-45 age, 25001-50000 income, and low risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 27-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
313,39,3,2.3953,"Given Profile 313's 36-45 age, 25001-50000 income, and low risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 27-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
314,4,1,2.4368,"Given Profile 314's 18-25 age, 50001-100000 income, and moderate risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 27-year investment horizon for Income Generation, the higher volatility is acceptable given the potential for greater returns."
314,29,2,2.4051,"Given Profile 314's 18-25 age, 50001-100000 income, and moderate risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 27-year investment horizon for Income Generation, the higher volatility is acceptable given the potential for greater returns."
314,39,3,2.405,"Given Profile 314's 18-25 age, 50001-100000 income, and moderate risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 27-year investment horizon for Income Generation, the higher volatility is acceptable given the potential for greater returns."
315,3,1,1.524,"This Very Low risk portfolio is recommended due to Profile 315's 18-25 age, 0-25000 income, and moderate liquidity needs. The bond-focused allocation provides stability while still allowing for some growth over their 8-year investment horizon."
315,48,2,1.5117,"This Very Low risk portfolio is recommended due to Profile 315's 18-25 age, 0-25000 income, and moderate liquidity needs. The bond-focused allocation provides stability while still allowing for some growth over their 8-year investment horizon."
315,10,3,1.4467,"This Very Low risk portfolio is recommended due to Profile 315's 18-25 age, 0-25000 income, and moderate liquidity needs. The bond-focused allocation provides stability while still allowing for some growth over their 8-year investment horizon."
316,4,1,2.1145,"Given Profile 316's 56-65 age, 100001-250000 income, and low risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 7-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
316,29,2,2.0828,"Given Profile 316's 56-65 age, 100001-250000 income, and low risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 7-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
316,39,3,2.0828,"Given Profile 316's 56-65 age, 100001-250000 income, and low risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 7-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
317,3,1,1.5557,"This Very Low risk portfolio is recommended due to Profile 317's 46-55 age, 25001-50000 income, and moderate liquidity needs. The bond-focused allocation provides stability while still allowing for some growth over their 9-year investment horizon."
317,48,2,1.5434,"This Very Low risk portfolio is recommended due to Profile 317's 46-55 age, 25001-50000 income, and moderate liquidity needs. The bond-focused allocation provides stability while still allowing for some growth over their 9-year investment horizon."
317,10,3,1.4784,"This Very Low risk portfolio is recommended due to Profile 317's 46-55 age, 25001-50000 income, and moderate liquidity needs. The bond-focused allocation provides stability while still allowing for some growth over their 9-year investment horizon."
318,4,1,2.0893,"Given Profile 318's 26-35 age, 0-25000 income, and low risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 31-year investment horizon for Retirement, the higher volatility is acceptable given the potential for greater returns."
318,29,2,2.0648,"Given Profile 318's 26-35 age, 0-25000 income, and low risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 31-year investment horizon for Retirement, the higher volatility is acceptable given the potential for greater returns."
318,39,3,2.0642,"Given Profile 318's 26-35 age, 0-25000 income, and low risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 31-year investment horizon for Retirement, the higher volatility is acceptable given the potential for greater returns."
319,15,1,1.7032,"For Profile 319 in the 36-45 age range with 100001-250000 income, this Medium risk portfolio offers a balanced approach with stock-focused that supports their Education goal over a 14-year timeframe. Their low risk tolerance and low liquidity needs are well-addressed."
319,30,2,1.6854,"For Profile 319 in the 36-45 age range with 100001-250000 income, this Medium risk portfolio offers a balanced approach with bond-focused that supports their Education goal over a 14-year timeframe. Their low risk tolerance and low liquidity needs are well-addressed."
319,43,3,1.6848,"For Profile 319 in the 36-45 age range with 100001-250000 income, this Medium risk portfolio offers a balanced approach with bond-focused that supports their Education goal over a 14-year timeframe. Their low risk tolerance and low liquidity needs are well-addressed."
320,4,1,2.1126,"Given Profile 320's 26-35 age, 25001-50000 income, and moderate risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 26-year investment horizon for Retirement, the higher volatility is acceptable given the potential for greater returns."
320,29,2,2.0881,"Given Profile 320's 26-35 age, 25001-50000 income, and moderate risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 26-year investment horizon for Retirement, the higher volatility is acceptable given the potential for greater returns."
320,39,3,2.0876,"Given Profile 320's 26-35 age, 25001-50000 income, and moderate risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 26-year investment horizon for Retirement, the higher volatility is acceptable given the potential for greater returns."
321,3,1,1.7961,"This Very Low risk portfolio is recommended due to Profile 321's 56-65 age, 0-25000 income, and moderate liquidity needs. The bond-focused allocation provides stability while still allowing for some growth over their 5-year investment horizon."
321,48,2,1.7801,"This Very Low risk portfolio is recommended due to Profile 321's 56-65 age, 0-25000 income, and moderate liquidity needs. The bond-focused allocation provides stability while still allowing for some growth over their 5-year investment horizon."
321,10,3,1.6562,"This Very Low risk portfolio is recommended due to Profile 321's 56-65 age, 0-25000 income, and moderate liquidity needs. The bond-focused allocation provides stability while still allowing for some growth over their 5-year investment horizon."
322,4,1,2.2779,"Given Profile 322's 46-55 age, 0-25000 income, and moderate risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 19-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
322,29,2,2.2462,"Given Profile 322's 46-55 age, 0-25000 income, and moderate risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 19-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
322,39,3,2.2462,"Given Profile 322's 46-55 age, 0-25000 income, and moderate risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 19-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
323,4,1,2.1224,"Given Profile 323's 56-65 age, 50001-100000 income, and moderate risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 7-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
323,29,2,2.0907,"Given Profile 323's 56-65 age, 50001-100000 income, and moderate risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 7-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
323,39,3,2.0906,"Given Profile 323's 56-65 age, 50001-100000 income, and moderate risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 7-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
324,4,1,2.0673,"Given Profile 324's 26-35 age, 0-25000 income, and low risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 33-year investment horizon for Retirement, the higher volatility is acceptable given the potential for greater returns."
324,29,2,2.0428,"Given Profile 324's 26-35 age, 0-25000 income, and low risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 33-year investment horizon for Retirement, the higher volatility is acceptable given the potential for greater returns."
324,39,3,2.0422,"Given Profile 324's 26-35 age, 0-25000 income, and low risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 33-year investment horizon for Retirement, the higher volatility is acceptable given the potential for greater returns."
325,3,1,1.5053,"This Very Low risk portfolio is recommended due to Profile 325's 46-55 age, 25001-50000 income, and moderate liquidity needs. The bond-focused allocation provides stability while still allowing for some growth over their 4-year investment horizon."
325,48,2,1.493,"This Very Low risk portfolio is recommended due to Profile 325's 46-55 age, 25001-50000 income, and moderate liquidity needs. The bond-focused allocation provides stability while still allowing for some growth over their 4-year investment horizon."
325,10,3,1.428,"This Very Low risk portfolio is recommended due to Profile 325's 46-55 age, 25001-50000 income, and moderate liquidity needs. The bond-focused allocation provides stability while still allowing for some growth over their 4-year investment horizon."
326,15,1,1.8962,"For Profile 326 in the 56-65 age range with 50001-100000 income, this Medium risk portfolio offers a balanced approach with stock-focused that supports their Retirement goal over a 11-year timeframe. Their low risk tolerance and low liquidity needs are well-addressed."
326,30,2,1.871,"For Profile 326 in the 56-65 age range with 50001-100000 income, this Medium risk portfolio offers a balanced approach with bond-focused that supports their Retirement goal over a 11-year timeframe. Their low risk tolerance and low liquidity needs are well-addressed."
326,43,3,1.8699,"For Profile 326 in the 56-65 age range with 50001-100000 income, this Medium risk portfolio offers a balanced approach with bond-focused that supports their Retirement goal over a 11-year timeframe. Their low risk tolerance and low liquidity needs are well-addressed."
327,15,1,1.7058,"For Profile 327 in the 46-55 age range with 100001-250000 income, this Medium risk portfolio offers a balanced approach with stock-focused that supports their Education goal over a 12-year timeframe. Their moderate risk tolerance and low liquidity needs are well-addressed."
327,30,2,1.688,"For Profile 327 in the 46-55 age range with 100001-250000 income, this Medium risk portfolio offers a balanced approach with bond-focused that supports their Education goal over a 12-year timeframe. Their moderate risk tolerance and low liquidity needs are well-addressed."
327,43,3,1.6874,"For Profile 327 in the 46-55 age range with 100001-250000 income, this Medium risk portfolio offers a balanced approach with bond-focused that supports their Education goal over a 12-year timeframe. Their moderate risk tolerance and low liquidity needs are well-addressed."
328,4,1,2.1026,"Given Profile 328's 26-35 age, 25001-50000 income, and moderate risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 28-year investment horizon for Retirement, the higher volatility is acceptable given the potential for greater returns."
328,29,2,2.0781,"Given Profile 328's 26-35 age, 25001-50000 income, and moderate risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 28-year investment horizon for Retirement, the higher volatility is acceptable given the potential for greater returns."
328,39,3,2.0776,"Given Profile 328's 26-35 age, 25001-50000 income, and moderate risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 28-year investment horizon for Retirement, the higher volatility is acceptable given the potential for greater returns."
329,3,1,1.5107,"This Very Low risk portfolio is recommended due to Profile 329's 36-45 age, 25001-50000 income, and low liquidity needs. The bond-focused allocation provides stability while still allowing for some growth over their 6-year investment horizon."
329,48,2,1.4984,"This Very Low risk portfolio is recommended due to Profile 329's 36-45 age, 25001-50000 income, and low liquidity needs. The bond-focused allocation provides stability while still allowing for some growth over their 6-year investment horizon."
329,10,3,1.4334,"This Very Low risk portfolio is recommended due to Profile 329's 36-45 age, 25001-50000 income, and low liquidity needs. The bond-focused allocation provides stability while still allowing for some growth over their 6-year investment horizon."
330,15,1,1.6935,"For Profile 330 in the 46-55 age range with 25001-50000 income, this Medium risk portfolio offers a balanced approach with stock-focused that supports their Education goal over a 18-year timeframe. Their moderate risk tolerance and moderate liquidity needs are well-addressed."
330,30,2,1.6757,"For Profile 330 in the 46-55 age range with 25001-50000 income, this Medium risk portfolio offers a balanced approach with bond-focused that supports their Education goal over a 18-year timeframe. Their moderate risk tolerance and moderate liquidity needs are well-addressed."
330,43,3,1.6752,"For Profile 330 in the 46-55 age range with 25001-50000 income, this Medium risk portfolio offers a balanced approach with bond-focused that supports their Education goal over a 18-year timeframe. Their moderate risk tolerance and moderate liquidity needs are well-addressed."
331,3,1,1.5122,"This Very Low risk portfolio is recommended due to Profile 331's 66+ age, 0-25000 income, and moderate liquidity needs. The bond-focused allocation provides stability while still allowing for some growth over their 3-year investment horizon."
331,48,2,1.4999,"This Very Low risk portfolio is recommended due to Profile 331's 66+ age, 0-25000 income, and moderate liquidity needs. The bond-focused allocation provides stability while still allowing for some growth over their 3-year investment horizon."
331,10,3,1.4349,"This Very Low risk portfolio is recommended due to Profile 331's 66+ age, 0-25000 income, and moderate liquidity needs. The bond-focused allocation provides stability while still allowing for some growth over their 3-year investment horizon."
332,3,1,1.7745,"This Very Low risk portfolio is recommended due to Profile 332's 56-65 age, 0-25000 income, and moderate liquidity needs. The bond-focused allocation provides stability while still allowing for some growth over their 5-year investment horizon."
332,48,2,1.7585,"This Very Low risk portfolio is recommended due to Profile 332's 56-65 age, 0-25000 income, and moderate liquidity needs. The bond-focused allocation provides stability while still allowing for some growth over their 5-year investment horizon."
332,10,3,1.6346,"This Very Low risk portfolio is recommended due to Profile 332's 56-65 age, 0-25000 income, and moderate liquidity needs. The bond-focused allocation provides stability while still allowing for some growth over their 5-year investment horizon."
333,4,1,2.2475,"Given Profile 333's 66+ age, 0-25000 income, and moderate risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 14-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
333,29,2,2.2158,"Given Profile 333's 66+ age, 0-25000 income, and moderate risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 14-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
333,39,3,2.2158,"Given Profile 333's 66+ age, 0-25000 income, and moderate risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 14-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
334,4,1,2.4468,"Given Profile 334's 26-35 age, 25001-50000 income, and high risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 27-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
334,29,2,2.4152,"Given Profile 334's 26-35 age, 25001-50000 income, and high risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 27-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
334,39,3,2.4151,"Given Profile 334's 26-35 age, 25001-50000 income, and high risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 27-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
335,3,1,1.5131,"This Very Low risk portfolio is recommended due to Profile 335's 36-45 age, 250001-1000000 income, and low liquidity needs. The bond-focused allocation provides stability while still allowing for some growth over their 7-year investment horizon."
335,48,2,1.5008,"This Very Low risk portfolio is recommended due to Profile 335's 36-45 age, 250001-1000000 income, and low liquidity needs. The bond-focused allocation provides stability while still allowing for some growth over their 7-year investment horizon."
335,10,3,1.4358,"This Very Low risk portfolio is recommended due to Profile 335's 36-45 age, 250001-1000000 income, and low liquidity needs. The bond-focused allocation provides stability while still allowing for some growth over their 7-year investment horizon."
336,4,1,2.2298,"Given Profile 336's 56-65 age, 25001-50000 income, and moderate risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 12-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
336,29,2,2.1982,"Given Profile 336's 56-65 age, 25001-50000 income, and moderate risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 12-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
336,39,3,2.1981,"Given Profile 336's 56-65 age, 25001-50000 income, and moderate risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 12-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
337,4,1,2.4319,"Given Profile 337's 26-35 age, 100001-250000 income, and moderate risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 26-year investment horizon for Income Generation, the higher volatility is acceptable given the potential for greater returns."
337,29,2,2.4002,"Given Profile 337's 26-35 age, 100001-250000 income, and moderate risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 26-year investment horizon for Income Generation, the higher volatility is acceptable given the potential for greater returns."
337,39,3,2.4002,"Given Profile 337's 26-35 age, 100001-250000 income, and moderate risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 26-year investment horizon for Income Generation, the higher volatility is acceptable given the potential for greater returns."
338,4,1,2.3077,"Given Profile 338's 18-25 age, 0-25000 income, and moderate risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 18-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
338,29,2,2.276,"Given Profile 338's 18-25 age, 0-25000 income, and moderate risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 18-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
338,39,3,2.276,"Given Profile 338's 18-25 age, 0-25000 income, and moderate risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 18-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
339,15,1,1.8972,"For Profile 339 in the 46-55 age range with 250001-1000000 income, this Medium risk portfolio offers a balanced approach with stock-focused that supports their Retirement goal over a 19-year timeframe. Their moderate risk tolerance and low liquidity needs are well-addressed."
339,4,2,1.8878,"Given Profile 339's 46-55 age, 250001-1000000 income, and moderate risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 19-year investment horizon for Retirement, the higher volatility is acceptable given the potential for greater returns."
339,8,3,1.8848,"For Profile 339 in the 46-55 age range with 250001-1000000 income, this Medium-High risk portfolio offers a balanced approach with stock-focused that supports their Retirement goal over a 19-year timeframe. Their moderate risk tolerance and low liquidity needs are well-addressed."
340,15,1,1.8687,"For Profile 340 in the 56-65 age range with 0-25000 income, this Medium risk portfolio offers a balanced approach with stock-focused that supports their Retirement goal over a 10-year timeframe. Their moderate risk tolerance and moderate liquidity needs are well-addressed."
340,30,2,1.8436,"For Profile 340 in the 56-65 age range with 0-25000 income, this Medium risk portfolio offers a balanced approach with bond-focused that supports their Retirement goal over a 10-year timeframe. Their moderate risk tolerance and moderate liquidity needs are well-addressed."
340,43,3,1.8424,"For Profile 340 in the 56-65 age range with 0-25000 income, this Medium risk portfolio offers a balanced approach with bond-focused that supports their Retirement goal over a 10-year timeframe. Their moderate risk tolerance and moderate liquidity needs are well-addressed."
341,3,1,1.4839,"This Very Low risk portfolio is recommended due to Profile 341's 46-55 age, 1000001-5000000 income, and low liquidity needs. The bond-focused allocation provides stability while still allowing for some growth over their 7-year investment horizon."
341,48,2,1.4717,"This Very Low risk portfolio is recommended due to Profile 341's 46-55 age, 1000001-5000000 income, and low liquidity needs. The bond-focused allocation provides stability while still allowing for some growth over their 7-year investment horizon."
341,10,3,1.4066,"This Very Low risk portfolio is recommended due to Profile 341's 46-55 age, 1000001-5000000 income, and low liquidity needs. The bond-focused allocation provides stability while still allowing for some growth over their 7-year investment horizon."
342,3,1,1.5699,"This Very Low risk portfolio is recommended due to Profile 342's 56-65 age, 25001-50000 income, and moderate liquidity needs. The bond-focused allocation provides stability while still allowing for some growth over their 5-year investment horizon."
342,48,2,1.5576,"This Very Low risk portfolio is recommended due to Profile 342's 56-65 age, 25001-50000 income, and moderate liquidity needs. The bond-focused allocation provides stability while still allowing for some growth over their 5-year investment horizon."
342,10,3,1.4926,"This Very Low risk portfolio is recommended due to Profile 342's 56-65 age, 25001-50000 income, and moderate liquidity needs. The bond-focused allocation provides stability while still allowing for some growth over their 5-year investment horizon."
343,3,1,1.5648,"This Very Low risk portfolio is recommended due to Profile 343's 56-65 age, 0-25000 income, and moderate liquidity needs. The bond-focused allocation provides stability while still allowing for some growth over their 5-year investment horizon."
343,48,2,1.5525,"This Very Low risk portfolio is recommended due to Profile 343's 56-65 age, 0-25000 income, and moderate liquidity needs. The bond-focused allocation provides stability while still allowing for some growth over their 5-year investment horizon."
343,10,3,1.4875,"This Very Low risk portfolio is recommended due to Profile 343's 56-65 age, 0-25000 income, and moderate liquidity needs. The bond-focused allocation provides stability while still allowing for some growth over their 5-year investment horizon."
344,4,1,2.304,"Given Profile 344's 36-45 age, 50001-100000 income, and high risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 17-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
344,29,2,2.2723,"Given Profile 344's 36-45 age, 50001-100000 income, and high risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 17-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
