profile_id,age_numeric,income,education_numeric,job_sector_numeric,risk_tolerance,investment_goal_numeric,investment_horizon,liquidity_needs,interest_rate,inflation_rate,gdp_growth_rate,unemployment_rate
235,1,1669515,3,0,0.68,3,15,0.1,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
236,5,194053,0,2,0.56,2,10,0.36,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
237,0,1840,0,5,0.41,3,20,0.56,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
238,5,17245,3,4,0.47,0,8,0.39,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
239,5,920319,3,0,0.17,0,7,0.63,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
240,3,481626,1,1,0.38,1,7,0.55,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
241,2,72004,1,1,0.29,0,15,0.29,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
242,3,684131,2,2,0.24,3,30,0.39,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
243,1,26095,1,9,0.36,2,8,0.51,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
244,2,26016,2,4,0.42,1,11,0.63,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
245,3,67385,1,0,0.33,2,8,0.62,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
246,0,28179,1,1,0.44,2,4,0.51,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
247,2,37500,2,1,0.43,0,17,0.65,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
248,5,11265,0,6,0.18,1,11,0.76,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
249,0,9792,2,6,0.53,3,29,0.24,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
250,5,6943,0,5,0.47,4,15,0.28,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
251,4,48826,0,2,0.28,0,5,0.65,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
252,1,38750,0,4,0.8,3,21,0.58,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
253,3,87489,0,1,0.15,3,11,0.18,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
254,3,53231,3,7,0.34,2,6,0.32,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
255,4,13656,0,5,0.48,2,8,0.67,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
256,4,10194,0,6,0.31,0,5,0.38,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
257,2,988863,2,1,0.14,3,17,0.22,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
258,3,15551,0,2,0.42,1,18,0.9,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
259,4,159012,2,1,0.67,2,6,0.1,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
260,3,48245,2,2,0.33,2,9,0.47,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
261,4,4536990,3,2,0.24,2,7,0.51,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
262,5,23301,1,3,0.27,0,9,0.63,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
263,2,92953,1,8,0.35,2,6,0.26,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
264,3,91833,3,5,0.43,3,27,0.31,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
265,4,8475,1,8,0.36,0,11,0.61,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
266,2,9635,0,1,0.48,2,6,0.5,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
267,2,34777,3,1,0.64,4,24,0.4,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
268,3,31862,1,6,0.37,0,16,0.51,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
269,0,651937,3,2,0.74,0,45,0.38,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
270,1,181814,2,2,0.45,3,29,0.36,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
271,2,58769,3,2,0.64,0,18,0.55,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
272,4,12012,1,4,0.47,2,3,0.62,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
273,0,22601,0,1,0.29,0,35,0.35,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
274,3,67694,2,3,0.61,2,4,0.55,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
275,4,67236,4,2,0.35,2,10,0.66,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
276,5,2951,0,6,0.54,2,7,0.49,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
277,5,1292,0,5,0.23,3,5,0.56,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
278,4,170336,1,4,0.22,4,9,0.63,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
279,3,38820,2,0,0.44,4,15,0.44,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
280,2,45032,1,0,0.72,4,14,0.44,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
281,0,215524,2,1,0.73,3,28,0.42,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
282,3,604734,3,2,0.38,2,9,0.56,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
283,3,5142,0,5,0.1,1,9,0.35,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
284,4,76430,0,3,0.35,2,4,0.19,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
285,0,17992,0,5,0.54,2,10,0.68,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
286,5,7304,0,6,0.34,1,6,0.2,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
287,5,11637,3,4,0.3,0,10,0.17,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
288,1,57010,1,0,0.61,3,16,0.46,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
289,4,45751,2,6,0.3,4,7,0.59,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
290,2,44174,2,8,0.24,3,14,0.15,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
291,2,71093,1,9,0.66,0,24,0.6,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
292,3,22986,0,6,0.37,0,20,0.38,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
293,5,3726660,2,2,0.47,3,13,0.24,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
294,3,77360,3,3,0.58,0,10,0.37,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
295,5,8748,0,4,0.1,3,9,0.33,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
296,1,39831,3,5,0.52,3,19,0.5,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
297,5,38651,4,2,0.32,0,10,0.6,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
298,4,243292,2,2,0.23,4,6,0.25,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
299,0,37361,1,1,0.8,3,30,0.54,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
300,3,43766,0,5,0.52,2,5,0.4,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
301,5,7248,1,4,0.32,2,3,0.35,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
302,4,21045,1,9,0.38,4,6,0.44,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
303,5,16936,0,7,0.24,3,8,0.45,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
304,3,17628,1,3,0.4,3,13,0.41,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
305,0,22480,0,4,0.67,2,7,0.46,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
306,0,35368,2,3,0.63,3,28,0.38,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
307,1,22474,0,6,0.42,3,25,0.39,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
308,1,85765,2,1,0.77,4,10,0.43,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
309,3,164,0,5,0.21,3,21,0.61,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
310,5,20214,0,3,0.27,0,6,0.61,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
311,3,29202,1,1,0.24,2,7,0.51,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
312,5,70732,1,2,0.55,2,8,0.58,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
313,2,35010,0,4,0.27,3,27,0.16,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
314,0,97673,0,3,0.47,4,27,0.43,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
315,0,12861,1,6,0.41,2,8,0.5,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
316,4,143475,1,0,0.4,3,7,0.47,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
317,3,32171,1,1,0.17,2,9,0.44,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
318,1,21250,1,5,0.33,0,31,0.4,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
319,2,235441,4,0,0.36,1,14,0.33,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
320,1,34202,1,2,0.54,0,26,0.44,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
321,4,5283,0,3,0.1,0,5,0.62,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
322,3,5899,0,9,0.64,3,19,0.65,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
323,4,80895,1,6,0.47,3,7,0.46,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
324,1,22465,0,5,0.34,0,33,0.69,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
325,3,29901,1,8,0.59,2,4,0.44,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
326,4,50079,2,4,0.36,0,11,0.1,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
327,3,199939,3,6,0.63,1,12,0.1,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
328,1,33448,2,6,0.51,0,28,0.52,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
329,2,30072,2,1,0.46,2,6,0.35,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
330,3,37132,2,9,0.48,1,18,0.56,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
331,5,22915,0,5,0.62,2,3,0.48,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
332,4,2622,1,8,0.24,0,5,0.56,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
333,5,21524,1,3,0.41,3,14,0.61,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
334,1,44205,0,5,0.71,3,27,0.61,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
335,2,539940,4,1,0.34,2,7,0.25,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
336,4,33445,3,4,0.42,3,12,0.9,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
337,1,226346,1,2,0.41,4,26,0.38,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
338,0,9413,1,7,0.5,3,18,0.18,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
339,3,449406,2,2,0.56,0,19,0.13,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
340,4,2571,1,5,0.46,0,10,0.56,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
341,3,4762290,2,0,0.59,1,7,0.24,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
342,4,37902,2,3,0.13,1,5,0.52,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
343,4,11848,0,5,0.17,2,5,0.5,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
344,2,74400,2,3,0.71,3,17,0.5,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
345,0,24200,2,3,0.5,3,26,0.51,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
346,3,33224,2,2,0.44,3,25,0.54,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
347,4,43268,1,0,0.38,0,10,0.36,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
348,4,217161,2,0,0.41,0,11,0.43,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
349,1,118703,2,1,0.66,2,7,0.36,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
350,0,756,0,4,0.75,0,36,0.49,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
351,4,237359,1,0,0.1,3,9,0.1,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
352,1,29143,3,0,0.8,1,12,0.34,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
353,3,981511,3,1,0.4,2,10,0.35,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
354,2,36986,1,0,0.45,0,22,0.48,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
355,2,49756,0,3,0.35,0,18,0.4,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
356,3,30351,2,6,0.31,2,7,0.23,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
357,2,208241,1,0,0.28,2,10,0.1,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
358,1,3351,0,5,0.35,2,10,0.55,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
359,5,24594,0,6,0.1,0,9,0.6,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
360,3,165264,4,0,0.51,3,16,0.33,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
361,1,35587,2,5,0.5,2,6,0.41,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
362,1,57401,2,0,0.69,1,5,0.56,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
363,0,2932,0,5,0.57,1,16,0.51,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
364,5,35379,2,6,0.43,0,8,0.53,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
365,2,23154,0,5,0.3,1,9,0.74,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
366,1,142034,2,0,0.42,0,33,0.31,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
367,5,11930,0,6,0.34,1,15,0.5,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
368,2,71142,1,0,0.49,4,15,0.52,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
369,0,28236,2,2,0.53,2,8,0.2,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
370,4,6839,2,7,0.3,1,18,0.38,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
371,3,169682,3,4,0.29,2,6,0.36,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
372,3,33152,3,4,0.46,3,28,0.38,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
373,1,56823,1,3,0.44,4,24,0.55,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
374,2,97571,1,3,0.37,3,21,0.62,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
375,0,48800,1,0,0.42,3,18,0.67,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
376,1,87462,0,2,0.34,2,7,0.49,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
377,3,32125,2,6,0.5,4,29,0.49,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
378,1,200021,1,3,0.3,1,18,0.63,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
379,3,102998,3,0,0.44,2,6,0.1,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
380,4,2869050,3,0,0.33,0,6,0.23,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
381,0,33604,2,6,0.43,2,9,0.5,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
382,2,98213,1,1,0.39,2,9,0.37,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
383,3,44461,2,1,0.17,3,29,0.55,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
384,3,49830,0,5,0.19,0,10,0.24,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
385,0,40440,1,3,0.37,0,44,0.52,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
386,2,51206,3,3,0.4,0,19,0.19,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
387,1,21630,0,4,0.61,4,26,0.14,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
388,1,31109,4,4,0.56,4,19,0.38,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
389,4,11363,0,4,0.24,0,5,0.39,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
390,0,29498,1,9,0.6,0,44,0.61,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
391,3,31776,2,5,0.3,3,26,0.63,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
392,4,402204,3,0,0.16,3,7,0.1,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
393,4,70886,2,3,0.13,3,9,0.29,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
394,5,858,1,4,0.28,0,3,0.38,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
395,4,41461,2,4,0.2,2,6,0.33,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
396,5,532968,2,2,0.24,0,10,0.66,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
397,3,212082,0,2,0.36,2,3,0.36,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
398,4,111120,2,2,0.25,4,8,0.26,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
399,2,34369,2,4,0.2,0,22,0.24,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
400,5,19183,1,1,0.22,0,6,0.37,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
401,3,60748,0,0,0.36,2,5,0.35,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
402,3,187869,3,0,0.55,3,23,0.17,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
403,3,552809,1,0,0.22,0,17,0.5,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
404,0,16169,1,5,0.48,2,7,0.57,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
405,2,112824,1,1,0.51,1,5,0.23,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
406,3,95866,2,1,0.38,4,12,0.5,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
407,4,117739,3,0,0.37,3,10,0.36,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
408,0,90112,2,9,0.56,3,29,0.26,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
409,3,42217,2,8,0.45,3,25,0.45,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
410,1,96438,1,0,0.45,3,16,0.37,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
411,1,91780,2,5,0.44,1,10,0.48,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
412,3,37978,2,0,0.26,1,12,0.67,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
413,2,45553,3,7,0.39,4,11,0.57,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
414,3,70677,0,4,0.32,2,9,0.31,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
415,4,180815,2,0,0.33,0,9,0.25,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
416,5,1225,2,5,0.1,2,8,0.53,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
417,5,3219,2,5,0.23,2,7,0.53,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
418,1,26512,2,5,0.53,0,29,0.49,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
419,1,67869,1,0,0.56,0,33,0.35,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
420,3,68565,1,2,0.61,0,17,0.37,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
421,3,48091,2,6,0.52,1,16,0.8,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
422,5,24764,1,1,0.52,0,10,0.36,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
423,1,20215,0,3,0.61,3,20,0.49,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
424,2,36517,3,1,0.36,2,4,0.32,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
425,3,239657,3,0,0.35,2,8,0.1,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
426,3,39266,1,5,0.12,3,28,0.55,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
427,3,71324,3,1,0.53,2,4,0.32,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
428,3,99479,0,0,0.19,1,12,0.15,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
429,3,43687,2,8,0.44,2,7,0.31,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
430,4,14146,0,4,0.25,2,5,0.49,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
431,4,36806,1,9,0.38,0,7,0.56,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
432,0,29450,2,3,0.48,2,5,0.43,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
433,3,200851,2,2,0.55,0,14,0.3,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
434,3,26241,2,0,0.37,0,14,0.44,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
435,2,123186,3,2,0.62,2,7,0.65,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
436,2,25354,2,3,0.54,4,19,0.39,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
437,4,568842,3,0,0.39,0,14,0.1,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
438,5,2518,0,1,0.1,0,5,0.56,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
439,0,22962,0,5,0.61,1,16,0.54,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
440,0,72615,1,6,0.33,2,6,0.29,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
441,2,29757,2,1,0.56,1,15,0.46,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
442,2,171458,2,0,0.54,3,17,0.5,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
443,4,11056,4,4,0.15,2,10,0.36,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
444,0,1115,0,8,0.74,4,30,0.23,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
445,3,46231,4,7,0.47,2,10,0.6,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
446,3,46876,1,1,0.33,0,12,0.42,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
447,3,889948,3,0,0.47,2,10,0.36,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
448,4,18721,1,0,0.31,0,15,0.47,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
449,3,37824,2,8,0.38,3,12,0.46,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
450,1,755484,3,9,0.49,0,26,0.1,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
451,3,40062,1,1,0.81,3,19,0.5,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
452,2,20735,0,0,0.29,3,30,0.39,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
453,5,217784,0,1,0.15,1,17,0.43,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
454,1,812626,3,7,0.62,4,11,0.11,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
455,0,20731,0,6,0.49,2,4,0.5,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
456,2,6640,2,9,0.49,4,28,0.52,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
457,4,473590,3,1,0.28,1,13,0.19,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
458,0,58741,3,4,0.56,0,45,0.43,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
459,3,81196,1,4,0.4,4,29,0.52,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
460,5,90112,2,6,0.23,2,8,0.4,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
461,1,63639,1,6,0.49,3,11,0.22,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
462,1,8237,2,6,0.61,0,32,0.54,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
463,5,22179,0,1,0.16,1,11,0.52,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
464,4,32084,2,2,0.1,2,6,0.41,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
465,1,68390,3,3,0.38,3,29,0.44,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
466,5,13490,0,9,0.39,0,6,0.39,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
467,5,19391,2,8,0.25,4,13,0.24,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
468,4,47828,2,1,0.35,3,8,0.32,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
469,0,55947,2,1,0.53,2,10,0.28,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
